Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
Black Box,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E10+,2007,11,62,0,2.41,0.04,0.69,1.68,9574,34,6.2
EA Black Box,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E10+,2007,42,72,0.79,2.05,0.01,1.04,0.21,9574,78,7.1
EA Black Box,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E10+,2007,26,73,0.91,2.04,0.04,0.73,0.36,9574,43,6
EA Games,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E10+,2007,16,61,0.45,1.1,0,0.53,0.12,9574,14,6.9
Exient Entertainment,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E,2007,8,74,0.01,0.12,0,0.11,0.01,9574,10,7.4
EA Games,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E10+,2007,18,70,0.04,0.04,0,0,0.01,9574,163,5.9
EA Games,Racing,Need for Speed: ProStreet,DS,Electronic Arts,E,2008,14,57,0.33,0.77,0.01,0.24,0.19,9574,19,7.1
Creative Assembly,Action,Spartan: Total Warrior,XB,Sega,M,2005,33,74,0.09,0.22,0,0.11,0.03,9577,65,8.4
Creative Assembly,Action,Spartan: Total Warrior,XB,Sega,M,2005,36,73,0.03,0.13,0,0.1,0,9577,12,8.8
Creative Assembly,Action,Spartan: Total Warrior,XB,Sega,M,2005,24,73,0.01,0.07,0,0.05,0,9577,15,8.3
Bluepoint Games,Action,Gravity Rush Remastered,PS4,Sony Computer Entertainment,T,2015,62,80,0.05,0.13,0.04,0.02,0.01,9578,153,8.2
Syscom,Simulation,City Crisis,PS2,Take-Two Interactive,E,2001,20,63,0.05,0.13,0,0.06,0.02,9580,5,6.2
Omega Force,Action,Dynasty Warriors 5 Empires,X360,Tecmo Koei,T,2006,23,62,0.09,0.34,0.12,0.11,0.03,9584,24,9.1
Omega Force,Action,Dynasty Warriors 5 Empires,X360,Tecmo Koei,T,2006,40,61,0.01,0.13,0,0.11,0.01,9584,19,8.2
GlyphX Games,Action,Advent Rising,XB,THQ,T,2005,50,68,0.03,0.13,0,0.1,0,9586,68,7.5
TT Games,Action,LEGO Batman 2: DC Super Heroes,WiiU,Warner Bros. Interactive Entertainment,E10+,2012,59,79,0.61,1.66,0,0.9,0.15,9593,114,7.2
Traveller's Tales,Action,LEGO Batman 2: DC Super Heroes,WiiU,Warner Bros. Interactive Entertainment,E10+,2012,28,81,0.5,1.19,0,0.5,0.19,9593,81,7.5
TT Games,Action,LEGO Batman 2: DC Super Heroes,WiiU,Warner Bros. Interactive Entertainment,E10+,2012,6,72,0.28,0.75,0,0.41,0.06,9593,25,5.2
TT Games,Action,LEGO Batman 2: DC Super Heroes,WiiU,Warner Bros. Interactive Entertainment,E10+,2012,9,62,0.11,0.33,0,0.16,0.06,9593,46,6.7
TT Games,Action,LEGO Batman 2: DC Super Heroes,WiiU,Warner Bros. Interactive Entertainment,E10+,2013,7,77,0.06,0.12,0,0.04,0.01,9593,31,7.3
Red Fly Studio,Action,Thor: God of Thunder,DS,Sega,T,2011,14,56,0.04,0.15,0,0.1,0.01,9594,9,8
Liquid Entertainment,Action,Thor: God of Thunder,DS,Sega,T,2011,40,38,0.04,0.14,0,0.09,0.01,9594,22,5.7
Liquid Entertainment,Action,Thor: God of Thunder,DS,Sega,T,2011,35,39,0.05,0.14,0,0.07,0.02,9594,19,4.4
WayForward,Action,Thor: God of Thunder,DS,Sega,E10+,2011,18,64,0.03,0.12,0,0.08,0.01,9594,9,7.2
Red Fly Studio,Action,Thor: God of Thunder,DS,Sega,T,2011,10,55,0.03,0.1,0,0.06,0.01,9594,5,4.2
Access Games,Simulation,The Sky Crawlers: Innocent Aces,Wii,Namco Bandai Games,T,2008,42,74,0.02,0.12,0.01,0.08,0.01,9598,13,7.9
Activision,Action,Ice Age: Dawn of the Dinosaurs,X360,Activision,E10+,2009,12,75,0.14,0.27,0,0.11,0.03,9602,6,8.3
Activision,Action,Ice Age: Dawn of the Dinosaurs,X360,Activision,E10+,2009,23,67,0.03,0.19,0,0.13,0.02,9602,7,7.3
Activision,Action,Ice Age: Dawn of the Dinosaurs,X360,Activision,E10+,2009,28,68,0.02,0.12,0,0.09,0.01,9602,6,7.5
Treyarch,Sports,Kelly Slater's Pro Surfer,GBA,Activision,E,2002,19,77,0.13,0.33,0,0.16,0.04,9611,15,8.4
Treyarch,Sports,Kelly Slater's Pro Surfer,GBA,Activision,E,2002,15,80,0.02,0.1,0,0.08,0,9611,5,8
3DO,Adventure,Warriors of Might and Magic,PS,3DO,T,2001,12,49,0.07,0.17,0,0.09,0.02,9612,6,4.5
Attention To Detail,Racing,Drome Racers,PS2,Electronic Arts,E,2003,5,54,0.01,0.03,0,0.02,0,9613,5,6.6
Paradox Development,Fighting,X-Men: Next Dimension,GC,Activision,T,2002,19,61,0.18,0.47,0,0.23,0.06,9614,13,8.7
Exakt,Fighting,X-Men: Next Dimension,GC,Activision,T,2002,17,63,0.03,0.13,0,0.1,0,9614,11,8.2
System 3,Platform,Impossible Mission,DS,System 3 Arcade Software,E,2007,8,61,0,0.12,0,0.11,0.01,9615,6,4.8
Ubisoft,Adventure,NCIS,PS3,Ubisoft,T,2011,11,35,0.02,0.14,0,0.1,0.01,9616,7,4.7
Ubisoft,Adventure,NCIS,PS3,Ubisoft,T,2011,4,50,0.04,0.12,0,0.07,0.02,9616,4,4
Activision,Sports,Cabela's Dangerous Hunts 2011,DS,Activision,T,2010,4,60,0.04,0.33,0,0.26,0.03,9617,9,5.4
Ubisoft Shanghai,Platform,Cloudy With a Chance of Meatballs,Wii,Ubisoft,E,2009,4,68,0,0.11,0,0.1,0.01,9622,4,5.3
Ubisoft Shanghai,Platform,Cloudy With a Chance of Meatballs,Wii,Ubisoft,E,2009,9,66,0.01,0.1,0,0.09,0.01,9622,5,6
Ubisoft Shanghai,Platform,Cloudy With a Chance of Meatballs,Wii,Ubisoft,E,2009,12,62,0,0.09,0,0.07,0.01,9622,11,6.5
Criterion Games,Racing,Burnout,XB,Acclaim Entertainment,E,2001,25,79,0.28,0.74,0,0.36,0.1,9623,33,7.7
Criterion Games,Racing,Burnout,XB,Acclaim Entertainment,E,2002,18,78,0.06,0.3,0,0.23,0.01,9623,18,7.9
Criterion Games,Racing,Burnout,XB,Acclaim Entertainment,E,2002,13,75,0.03,0.13,0,0.09,0,9623,12,6.6
Ubisoft,Action,Teenage Mutant Ninja Turtles: Arcade Attack,DS,Ubisoft,E10+,2009,8,36,0,0.13,0,0.12,0.01,9626,4,4.8
Sting,Role-Playing,Baroque,PS2,Rising Star Games,T,2007,6,60,0.04,0.13,0.02,0.05,0.01,9627,44,8.8
Sting,Role-Playing,Baroque,PS2,Rising Star Games,T,2008,22,50,0,0.07,0,0.07,0.01,9627,24,8.1
Omega Force,Action,Dynasty Warriors: Gundam Reborn,PSV,Tecmo Koei,T,2013,35,64,0,0.23,0.23,0,0,9629,25,7.5
Midway,Sports,NBA Ballers: Phenom,XB,Midway Games,E,2006,19,69,0.18,0.47,0,0.23,0.06,9633,8,8.5
Radical Entertainment,Racing,Crash Tag Team Racing,XB,Vivendi Games,E10+,2005,21,66,0.21,0.54,0,0.27,0.07,9636,49,7
Radical Entertainment,Racing,Crash Tag Team Racing,XB,Vivendi Games,E10+,2005,9,68,0.05,0.24,0,0.16,0.03,9636,25,7.1
Radical Entertainment,Racing,Crash Tag Team Racing,XB,Vivendi Games,E10+,2005,14,66,0.03,0.16,0,0.12,0,9636,11,7.3
Radical Entertainment,Racing,Crash Tag Team Racing,XB,Vivendi Games,E10+,2005,17,69,0.03,0.13,0,0.09,0,9636,11,7.8
Io Interactive,Shooter,Freedom Fighters,GC,Electronic Arts,T,2003,26,81,0.2,0.52,0,0.25,0.07,9637,57,8.4
Io Interactive,Shooter,Freedom Fighters,GC,Electronic Arts,T,2003,23,82,0.05,0.23,0,0.17,0.01,9637,23,8.2
Io Interactive,Shooter,Freedom Fighters,GC,Electronic Arts,T,2003,15,83,0.03,0.13,0,0.1,0,9637,12,7.8
Experience Inc.,Role-Playing,Operation Abyss: New Tokyo Legacy,PSV,Nippon Ichi Software,M,2014,25,66,0,0.1,0.06,0.02,0.01,9639,24,7.3
Capcom,Misc,Mega Man X Collection,GC,Capcom,E,2006,23,75,0.03,0.13,0,0.1,0,9641,12,9.2
Game Republic,Action,Dragon Ball: Origins,DS,Atari,T,2008,18,78,0.02,0.12,0,0.08,0.01,9643,15,7.5
Curly Monsters,Racing,Quantum Redshift,XB,Microsoft Game Studios,T,2002,21,70,0.03,0.13,0,0.09,0,9645,15,8.1
Namco,Sports,Smash Court Tennis Pro Tournament 2,PS2,Sony Computer Entertainment,E,2004,41,74,0.05,0.13,0,0.06,0.02,9646,12,9.1
Vicious Cycle,Shooter,Eat Lead: The Return of Matt Hazard,X360,D3Publisher,T,2009,38,51,0.02,0.13,0,0.09,0.01,9647,21,6.5
Vicious Cycle,Shooter,Eat Lead: The Return of Matt Hazard,X360,D3Publisher,T,2009,53,53,0.01,0.12,0,0.1,0.01,9647,27,7
Gearbox Software,Shooter,Battleborn,XOne,Take-Two Interactive,T,2016,55,68,0.08,0.26,0.02,0.12,0.04,9648,402,6.8
Gearbox Software,Shooter,Battleborn,XOne,Take-Two Interactive,T,2016,20,71,0.04,0.15,0,0.1,0.01,9648,171,7.2
Gearbox Software,Shooter,Battleborn,XOne,Take-Two Interactive,T,2016,34,69,0.04,0.08,0,0.04,0.01,9648,400,6.9
Acclaim,Fighting,Legends of Wrestling II,XB,Acclaim Entertainment,T,2002,15,59,0.13,0.33,0,0.16,0.04,9649,6,6.7
Powerhead Games,Fighting,Legends of Wrestling II,XB,Acclaim Entertainment,E,2002,11,24,0.02,0.07,0,0.05,0,9649,10,3.7
Planet Moon Studios,Shooter,Armed and Dangerous,XB,LucasArts,T,2003,41,79,0.03,0.13,0,0.09,0,9651,15,7.2
Activision,Shooter,Jurassic: The Hunted,X360,Activision,T,2009,4,60,0,0.13,0,0.12,0.01,9652,21,7.2
High Voltage Software,Shooter,Conduit 2,Wii,Sega,T,2011,51,64,0.04,0.12,0,0.07,0.01,9654,60,7.6
Kung Fu Factory,Fighting,Supremacy MMA,PS3,505 Games,M,2011,17,47,0.03,0.12,0,0.07,0.02,9655,4,6.5
Kung Fu Factory,Fighting,Supremacy MMA,PS3,505 Games,M,2011,17,49,0.02,0.08,0,0.05,0.01,9655,11,6.2
Kuju Entertainment,Shooter,Geometry Wars: Galaxies,Wii,Vivendi Games,E,2007,36,79,0,0.14,0,0.13,0.01,9657,26,7.9
Kuju Entertainment,Shooter,Geometry Wars: Galaxies,Wii,Vivendi Games,E,2007,55,80,0,0.12,0,0.11,0.01,9657,26,8.2
Sanzaru Games,Action,Ninja Reflex,Wii,Electronic Arts,E10+,2008,26,49,0,0.12,0,0.11,0.01,9663,11,6
Hudson Entertainment,Adventure,Calling,Wii,Konami Digital Entertainment,T,2009,28,49,0.04,0.11,0,0.06,0.01,9665,16,6.7
Ubisoft Quebec,Action,Marvel Avengers: Battle for Earth,WiiU,Ubisoft,T,2012,10,50,0.04,0.12,0,0.06,0.01,9666,25,5
Ubisoft Quebec,Action,Marvel Avengers: Battle for Earth,WiiU,Ubisoft,T,2012,11,62,0,0.02,0,0.02,0,9666,12,7.3
Eurocom Entertainment Software,Platform,Disney's Atlantis: The Lost Empire,GBA,Sony Computer Entertainment,E,2001,7,73,0.07,0.17,0,0.1,0.01,9667,6,8.5
Griptonite Games,Platform,Where the Wild Things Are,Wii,Warner Bros. Interactive Entertainment,E10+,2009,10,51,0,0.11,0,0.1,0.01,9670,5,5.4
Griptonite Games,Platform,Where the Wild Things Are,Wii,Warner Bros. Interactive Entertainment,E10+,2009,8,53,0.01,0.11,0,0.09,0.01,9670,4,4.8
Kush Games,Sports,NHL 2K7,PS3,Take-Two Interactive,E10+,2006,24,79,0,0.12,0,0.11,0.01,9672,5,6.6
Kush Games,Sports,NHL 2K7,PS3,Take-Two Interactive,E10+,2006,51,78,0,0.08,0,0.07,0.01,9672,166,7.9
Capcom,Action,Resident Evil,PS3,Virgin Interactive,M,1996,8,91,1.16,5.05,1.11,2.05,0.73,9673,266,9
United Front Games,Action,Sleeping Dogs,PC,Square Enix,M,2012,40,83,0.49,1.04,0.05,0.31,0.19,9678,645,7.7
United Front Games,Action,Sleeping Dogs,PC,Square Enix,M,2012,47,80,0.4,0.87,0.01,0.38,0.08,9678,468,7.9
United Front Games,Action,Sleeping Dogs,PC,Square Enix,M,2012,23,81,0.05,0.12,0,0.06,0.01,9678,1209,8.2
"Valuewave Co.,Ltd.",Role-Playing,Mega Man X: Command Mission,GC,Capcom,E,2004,27,69,0.07,0.18,0,0.09,0.02,9679,18,7.1
Capcom,Role-Playing,Mega Man X: Command Mission,GC,Capcom,E,2004,21,67,0.02,0.12,0,0.1,0,9679,12,7.3
TT Games,Action,Lego Star Wars: The Force Awakens,PS3,Warner Bros. Interactive Entertainment,E10+,2016,61,78,0.43,0.7,0.01,0.16,0.11,9682,91,7.5
TT Games,Action,Lego Star Wars: The Force Awakens,PS3,Warner Bros. Interactive Entertainment,E10+,2016,11,76,0.13,0.3,0,0.14,0.02,9682,18,7
TT Games,Action,Lego Star Wars: The Force Awakens,PS3,Warner Bros. Interactive Entertainment,E10+,2016,6,74,0.07,0.15,0.01,0.06,0.01,9682,11,8
Team 17,Strategy,Worms 3D,PS2,Sega,T,2003,31,70,0.05,0.12,0,0.06,0.02,9683,22,7.8
Team 17,Strategy,Worms 3D,PS2,Sega,T,2003,23,69,0.01,0.07,0,0.05,0,9683,19,7.6
Team 17,Strategy,Worms 3D,PS2,Sega,T,2003,20,69,0.01,0.06,0,0.04,0,9683,10,8.4
Santa Cruz Games,Action,Godzilla Unleashed: Double Smash,DS,Atari,E,2007,18,28,0,0.12,0,0.11,0.01,9686,8,4.9
4J Studios,Strategy,Star Trek: Conquest,Wii,Bethesda Softworks,E,2007,18,49,0.01,0.12,0,0.11,0.01,9687,11,4.9
Psikyo,Shooter,Strikers 1945,PS,Midas Interactive Entertainment,E,1998,5,63,0.05,0.12,0,0.07,0.01,9689,6,8.2
Hydravision,Action,Obscure: The Aftermath,Wii,Playlogic Game Factory,M,2008,19,53,0,0.12,0,0.11,0.01,9691,14,8.1
Hydravision,Action,Obscure: The Aftermath,Wii,Playlogic Game Factory,M,2009,25,66,0.03,0.09,0,0.05,0.01,9691,20,8.2
Traveller's Tales,Racing,WRC: FIA World Rally Championship,X360,Sony Computer Entertainment,E,2005,18,67,0.01,0.03,0,0.02,0,9694,19,7.8
Zombie Studios,Shooter,Blackwater,X360,505 Games,T,2011,12,37,0.02,0.12,0,0.09,0.01,9696,14,4.5
Digital Illusions,Adventure,Pryzm Chapter One: The Dark Unicorn,PS2,TDK Mediactive,T,2002,8,59,0.05,0.12,0,0.06,0.02,9697,6,5.2
EA Tiburon,Racing,NASCAR 2005: Chase for the Cup,GC,Electronic Arts,E,2004,19,87,0.54,1.41,0,0.69,0.18,9701,15,8.4
Deep Silver Dambuster Studios,Shooter,Homefront: The Revolution,XOne,Deep Silver,M,2016,43,48,0.21,0.35,0.03,0.06,0.05,9702,212,3.8
Deep Silver Dambuster Studios,Shooter,Homefront: The Revolution,XOne,Deep Silver,M,2016,12,49,0.07,0.14,0,0.06,0.01,9702,106,4.1
Deep Silver Dambuster Studios,Shooter,Homefront: The Revolution,XOne,Deep Silver,M,2016,48,54,0.02,0.04,0,0.01,0,9702,284,3.5
Arc System Works,Fighting,Guilty Gear X,PS2,Sammy Corporation,T,2001,15,79,0.05,0.12,0,0.06,0.02,9704,16,7.8
Omega Force,Action,One Piece: Pirate Warriors 2,PSV,Namco Bandai Games,T,2013,35,71,0.19,0.66,0.42,0,0.05,9706,61,7.8
EA Sports,Sports,NHL 2002,GBA,Electronic Arts,E,2001,22,92,0.46,1.2,0,0.59,0.15,9707,26,8.5
EA Sports,Sports,NHL 2002,GBA,Electronic Arts,E,2001,17,89,0.06,0.27,0,0.2,0.01,9707,5,8.8
Ubisoft,Platform,Disney's PK: Out of the Shadows,PS2,Ubisoft,E,2002,14,49,0.05,0.12,0,0.06,0.02,9708,4,5
Harmonix Music Systems,Misc,Karaoke Revolution,X360,Konami Digital Entertainment,E,2003,29,83,0.13,0.35,0,0.17,0.04,9710,17,9.1
Secret Level,Misc,Karaoke Revolution,X360,Konami Digital Entertainment,E,2004,13,80,0.02,0.09,0,0.06,0,9710,4,8.5
Psyonix,Sports,Rocket League,XOne,505 Games,E,2016,50,85,0.28,0.37,0,0.03,0.05,9713,1290,8.7
Psyonix,Sports,Rocket League,XOne,505 Games,E,2016,22,87,0.17,0.24,0,0.05,0.02,9713,194,8.3
Psyonix,Sports,Rocket League,XOne,505 Games,E,2016,20,86,0.04,0.06,0,0.01,0,9713,580,8.2
Ubisoft Toronto,Action,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,M,2013,58,82,0.32,0.98,0.01,0.57,0.08,9715,383,7.5
Ubisoft Toronto,Action,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,M,2013,27,84,0.39,0.94,0.06,0.34,0.15,9715,314,7.7
Ubisoft Toronto,Action,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,M,2013,13,82,0.13,0.19,0,0.04,0.01,9715,754,7.4
Ubisoft Toronto,Action,Tom Clancy's Splinter Cell: Blacklist,WiiU,Ubisoft,M,2013,5,75,0.07,0.12,0,0.04,0.01,9715,148,7.8
Acquire,Action,Gladiator Begins,PSP,PQube,M,2010,9,59,0.01,0.12,0.05,0.05,0.01,9716,14,8
Infinite Interactive,Puzzle,Puzzle Quest 2,DS,D3Publisher,E10+,2010,27,74,0,0.11,0,0.1,0.01,9721,11,5.8
Tamsoft,Action,Onechanbara: Bikini Zombie Slayers,Wii,D3Publisher,M,2008,24,55,0,0.12,0,0.11,0.01,9724,20,8
1st Playable Productions,Puzzle,Puzzle Quest: Challenge of the Warlords,PS2,D3Publisher,E10+,2007,41,82,0,0.34,0.03,0.28,0.02,9725,32,8.7
Vicious Cycle,Puzzle,Puzzle Quest: Challenge of the Warlords,PS2,D3Publisher,E10+,2007,17,71,0,0.29,0,0.26,0.02,9725,5,6.2
Infinite Interactive,Puzzle,Puzzle Quest: Challenge of the Warlords,PS2,D3Publisher,E10+,2007,11,78,0.05,0.12,0,0.06,0.02,9725,6,7
"Vicious Cycle, Infinite Interactive",Puzzle,Puzzle Quest: Challenge of the Warlords,PS2,D3Publisher,E10+,2007,32,84,0,0.02,0,0.01,0,9725,19,8
Exient Entertainment,Strategy,Angry Birds Star Wars,PSV,Activision,E,2013,6,49,0.14,0.29,0,0.1,0.05,9726,23,3.6
Exient Entertainment,Strategy,Angry Birds Star Wars,PSV,Activision,E,2013,3,59,0.1,0.28,0,0.16,0.02,9726,25,5.6
Exient Entertainment,Strategy,Angry Birds Star Wars,PSV,Activision,E,2013,5,47,0.08,0.21,0,0.1,0.04,9726,87,2
Exient Entertainment,Strategy,Angry Birds Star Wars,PSV,Activision,E,2013,4,53,0.04,0.16,0,0.11,0.02,9726,63,6.9
Now Production,Action,Undead Knights,PSP,Ubisoft Annecy,M,2009,27,63,0,0.12,0.06,0.05,0.01,9728,13,8
Square Enix,Action,Final Fantasy XIV: Heavensward,PS4,Square Enix,T,2015,20,86,0.06,0.13,0.06,0,0.01,9729,225,7.6
Square Enix,Action,Final Fantasy XIV: Heavensward,PS4,Square Enix,T,2015,14,86,0.01,0.02,0,0.01,0,9729,255,7.7
Adrenium,Platform,Lemony Snicket's A Series of Unfortunate Events,XB,Activision,E,2004,25,63,0.24,0.64,0,0.31,0.08,9730,12,5.7
Griptonite Games,Platform,Lemony Snicket's A Series of Unfortunate Events,XB,Activision,E,2004,8,72,0.11,0.42,0,0.3,0.01,9730,4,8
Activision,Platform,Lemony Snicket's A Series of Unfortunate Events,XB,Activision,E,2004,17,70,0.03,0.12,0,0.09,0,9730,5,7.2
Nippon Ichi Software,Role-Playing,Makai Kingdom: Chronicles of the Sacred Tome,PS2,Tecmo Koei,T,2005,41,77,0.05,0.12,0,0.06,0.02,9732,12,7.3
Artificial Mind and Movement,Platform,The Ant Bully,GC,Midway Games,E10+,2006,19,52,0.04,0.1,0,0.05,0.01,9733,6,4.2
Artificial Mind and Movement,Platform,The Ant Bully,GC,Midway Games,E10+,2006,12,45,0,0.09,0,0.08,0.01,9733,5,1.4
Metro,Puzzle,Bomberman Party Edition,PS,Virgin Interactive,E,1998,6,79,0.05,0.12,0,0.07,0.01,9735,6,8.3
Artdink,Fighting,Dragon Ball Z: Battle of Z,PSV,Namco Bandai Games,T,2014,32,54,0.1,0.31,0.06,0.1,0.04,9737,103,5.3
Artdink,Fighting,Dragon Ball Z: Battle of Z,PSV,Namco Bandai Games,T,2014,7,66,0.04,0.11,0.06,0,0.01,9737,54,7.5
Artdink,Fighting,Dragon Ball Z: Battle of Z,PSV,Namco Bandai Games,T,2014,17,53,0.05,0.07,0,0.01,0,9737,44,5.1
EA Sports,Sports,Madden NFL 06,DS,Electronic Arts,E,2005,29,88,0.26,4.91,0.01,3.98,0.66,9741,121,8
EA Sports,Sports,Madden NFL 06,DS,Electronic Arts,E,2005,39,86,0.03,1.86,0,1.75,0.08,9741,41,6.7
EA Tiburon,Sports,Madden NFL 06,DS,Electronic Arts,E,2005,23,75,0,0.75,0,0.69,0.06,9741,16,7.9
EA Sports,Sports,Madden NFL 06,DS,Electronic Arts,E,2005,21,86,0.11,0.57,0,0.44,0.02,9741,11,8.5
Exient Entertainment,Sports,Madden NFL 06,DS,Electronic Arts,E,2005,9,66,0,0.12,0,0.11,0.01,9741,12,6.3
"Game Arts, Japan Art Media (JAM)",Role-Playing,Lunar: Dragon Song,DS,Rising Star Games,E10+,2005,30,59,0,0.12,0,0.11,0.01,9745,17,6.2
Yuke's,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,11,71,0,2.34,0.01,0.92,1.41,9747,31,7.2
Yuke's,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,41,71,0.38,1.43,0,0.92,0.13,9747,48,6.8
Yuke's,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,27,74,0.49,1.33,0.01,0.62,0.2,9747,41,7.3
Yuke's,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,11,68,0.47,1.19,0,0.45,0.28,9747,15,7.8
Yuke's,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,13,59,0.5,0.98,0,0.38,0.11,9747,18,5.9
Amaze Entertainment,Fighting,WWE SmackDown vs Raw 2008,DS,THQ,T,2007,12,61,0,0.12,0,0.11,0.01,9747,13,6.6
Milestone S.r.l,Racing,MotoGP 14,PS3,Milestone S.r.l.,E,2014,28,73,0.11,0.18,0,0.04,0.03,9748,26,6.4
Deep Fried Entertainment,Sports,Major League Baseball 2K8 Fantasy All-Stars,DS,Take-Two Interactive,E,2008,8,59,0,0.12,0,0.11,0.01,9750,6,7
Infinite Interactive,Puzzle,Puzzle Kingdoms,Wii,Zoo Digital Publishing,E10+,2009,12,64,0,0.13,0,0.12,0.01,9754,4,6.3
Headstrong Games,Action,The Lord of the Rings: Aragorn's Quest,DS,Warner Bros. Interactive Entertainment,T,2010,21,58,0.05,0.23,0,0.17,0.02,9755,5,7.8
TT Fusion,Action,The Lord of the Rings: Aragorn's Quest,DS,Warner Bros. Interactive Entertainment,T,2010,12,58,0.04,0.17,0,0.1,0.02,9755,8,6
Volition Inc.,Shooter,Red Faction II,XB,THQ,M,2002,30,84,0.78,1.5,0,0.49,0.23,9757,35,8.3
Outrage Games,Shooter,Red Faction II,XB,THQ,M,2003,20,74,0.03,0.12,0,0.09,0,9757,11,5.8
Cranky Pants Games,Shooter,Red Faction II,XB,THQ,M,2003,12,79,0.01,0.03,0,0.03,0,9757,4,7.3
Beep Industries,Platform,Voodoo Vince,XB,Microsoft Game Studios,T,2003,38,73,0.03,0.12,0,0.09,0,9760,22,8.4
Guildford Studio,Shooter,Bodycount,PS3,Codemasters,M,2011,40,50,0.05,0.11,0,0.05,0.02,9761,28,3.5
Guildford Studio,Shooter,Bodycount,PS3,Codemasters,M,2011,61,53,0.03,0.11,0,0.07,0.01,9761,73,4.7
THQ Australia,Action,Megamind: Ultimate Showdown,X360,THQ,E10+,2010,5,43,0.05,0.15,0,0.07,0.02,9763,6,4.2
THQ Australia,Action,Megamind: Ultimate Showdown,X360,THQ,E10+,2010,7,33,0.04,0.12,0,0.07,0.01,9763,6,4.3
SCEA,Adventure,Neopets Petpet Adventures: The Wand of Wishing,PSP,Sony Computer Entertainment,E,2006,21,66,0,0.12,0,0.11,0.01,9765,6,7.7
Eutechnyx,Racing,Ferrari Challenge Trofeo Pirelli,PS2,System 3 Arcade Software,E,2008,37,71,0.03,0.04,0,0,0.01,9766,26,6.2
I-Imagine,Racing,Chase: Hollywood Stunt Driver,XB,BAM! Entertainment,T,2002,14,60,0.03,0.12,0,0.09,0,9768,5,7.4
Black Ops Entertainment,Adventure,The X Files: Resist or Serve,PS2,Vivendi Games,M,2004,31,67,0.05,0.12,0,0.06,0.02,9769,8,8.4
Monkey Bar Games,Action,Curious George,PS2,Namco Bandai Games,E,2006,13,53,0.05,0.12,0,0.06,0.02,9772,6,7.7
Zoe Mode,Platform,Crush3D,3DS,Sega,E10+,2012,32,71,0.04,0.12,0,0.07,0.01,9773,16,7.4
High Voltage Software,Adventure,Zathura,PS2,Take-Two Interactive,E10+,2005,16,43,0.05,0.12,0,0.06,0.02,9774,5,2
High Voltage Software,Adventure,Zathura,PS2,Take-Two Interactive,E10+,2005,15,48,0,0.02,0,0.02,0,9774,4,5.5
Acquire,Action,Tenchu: Shadow Assassins,PSP,Ubisoft,M,2008,35,70,0.01,0.21,0.03,0.15,0.01,9778,24,7.8
From Software,Action,Tenchu: Shadow Assassins,PSP,Ubisoft,M,2009,18,68,0.02,0.11,0.05,0.03,0.01,9778,18,7.4
FUN Labs,Shooter,NPPL: Championship Paintball 2009,X360,Activision Value,E10+,2008,9,45,0,0.16,0,0.15,0.01,9779,10,7.4
FUN Labs,Shooter,NPPL: Championship Paintball 2009,X360,Activision Value,E10+,2008,9,44,0.01,0.12,0,0.1,0.01,9779,9,7.3
Spark Unlimited,Shooter,Lost Planet 3,X360,Capcom,T,2013,30,61,0.05,0.21,0.06,0.07,0.02,9780,102,5.5
Spark Unlimited,Shooter,Lost Planet 3,X360,Capcom,T,2013,43,58,0.03,0.12,0.01,0.07,0.01,9780,142,5.8
Spark Unlimited,Shooter,Lost Planet 3,X360,Capcom,T,2013,17,61,0.04,0.04,0,0,0,9780,210,6.2
Atlus,Role-Playing,Shin Megami Tensei: Devil Survivor 2,3DS,Ghostlight,T,2011,21,79,0.01,0.31,0.12,0.16,0.01,9782,45,8.8
Arc System Works,Fighting,Blazblue: Continuum Shift Extend,PSV,PQube,T,2011,28,83,0.05,0.11,0.02,0.03,0.02,9786,97,7.5
Arc System Works,Fighting,Blazblue: Continuum Shift Extend,PSV,PQube,T,2011,6,73,0,0.09,0.09,0,0,9786,27,7.5
Pseudo Interactive,Racing,Cel Damage,XB,Electronic Arts,T,2001,24,65,0.03,0.12,0,0.09,0,9787,7,8.4
Pseudo Interactive,Racing,Cel Damage,XB,Electronic Arts,T,2002,12,67,0.01,0.06,0,0.05,0,9787,11,6.8
Spicy Horse,Adventure,Alice: Madness Returns,PC,Electronic Arts,M,2011,51,70,0.24,0.58,0.04,0.22,0.08,9789,181,7.9
